"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-73.91258 40.713231)","4","Queens","405","34","37","12","7","QN04960","SE","METROPOLITAN AV","GRANDVIEW AV","-73.91258","40.713231","Ridgewood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.787946 40.757999)","4","Queens","411","19","26","16","6","QN04961","NW","NORTHERN BLVD","194 ST","-73.787946","40.757999","Auburndale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.7649 40.71878)","4","Queens","408","23","24","11","5","QN04963","NW","HILLSIDE AV","198 ST","-73.7649","40.71878","Jamaica Estates-Holliswood","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.841258 40.662527)","4","Queens","410","32","23","10","5","QN04964","NW","157 AV","CROSSBAY  BLVD","-73.841258","40.662527","Howard Beach-Lindenwood","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.815012 40.739671)","4","Queens","407","20","25","16","6","QN04965","NE","KISSENA BLVD","HORACE HARDING EXPWY","-73.815012","40.739671","Queensboro Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.829145 40.772138)","4","Queens","407","20","40","16","6","QN04966","SE","28 RD","139 ST","-73.829145","40.772138","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.86991 40.70275)","4","Queens","405","32","38","18","7","QN04967","SW","MYRTLE AV","79 Pl","-73.86991","40.70275","Highland Park-Cypress Hills Cemeteries (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.915278 40.763688)","4","Queens","401","22","36","12","14","QN04968","SW","STEINWAY ST","30 AV","-73.915278","40.763688","Astoria (East)-Woodside (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.910543 40.769544)","4","Queens","401","22","34","12","14","QN04969","NW","ASTORIA BLVD","STEINWAY ST","-73.910543","40.769544","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.871842 40.753639)","4","Queens","403","21","34","13","14","QN04971","NE","JUNCTION BLVD","35 AV","-73.871842","40.753639","North Corona","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.827544 40.773005)","4","Queens","407","20","40","16","6","QN04972","SW","28 AV","141 ST","-73.827544","40.773005","Murray Hill-Broadway Flushing","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.823243 40.583713)","4","Queens","414","32","23","10","5","QN04973","SW","ROCKAWAY BEACH BLVD","BEACH 102 ST","-73.823243","40.583713","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.93862 40.7496)","4","Queens","402","26","36","59","7","QN04974","SW","QUEENS PLZ SOUTH","28 ST","-73.93862","40.7496","Long Island City-Hunters Point","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.825167 40.733847)","4","Queens","408","24","27","16","6","QN04975","SE","MAIN ST","MELBOURNE AV","-73.825167","40.733847","Kew Gardens Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.825893 40.74281)","4","Queens","407","20","25","16","6","QN04976","NW","HORACE HARDING EXPWY","MAIN ST","-73.825893","40.74281","Queensboro Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.807118 40.694193)","4","Queens","412","27","32","14","5","QN04977","NE","LIBERTY AV","ALLENDALE ST","-73.807118","40.694193","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.885559 40.722154)","4","Queens","405","30","39","15","6","QN04978","NE","ELIOT AV","74 ST","-73.885559","40.722154","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.80534 40.5881)","4","Queens","414","32","23","10","5","QN04979","SW","ROCKAWAY BEACH BLVD","BEACH 79 ST","-73.80534","40.5881","Rockaway Beach-Arverne-Edgemere","AE",,"1"
"POINT (-73.938591 40.748595)","4","Queens","402","26","36","59","7","QN04980","SW","JACKSON AV","QUEENS PLAZA SOUTH","-73.938591","40.748595","Long Island City-Hunters Point","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.76309 40.699278)","4","Queens","412","27","29","14","5","QN04981","SW","FARMERS BLVD","113 AV","-73.76309","40.699278","St. Albans","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.845195 40.79077)","4","Queens","407","19","27","11","14","QN04982","SE","7 AV","COLLEGE POINT BLVD","-73.845195","40.79077","College Point","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.87078 40.75126)","4","Queens","403","21","34","13","14","QN04983","SW","JUNCTION BLVD","37 AV","-73.87078","40.75126","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.930171 40.767117)","4","Queens","401","22","36","59","14","QN04984","SW","21 ST","31 AV","-73.930171","40.767117","Old Astoria-Hallets Point","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.89314 40.754859)","4","Queens","403","25","30","13","14","QN04985","NW","NORTHERN BLVD","74 ST","-73.89314","40.754859","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.879267 40.725254)","4","Queens","405","30","39","15","6","QN04986","NE","80 ST","ELIOT AV","-73.879267","40.725254","Middle Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.901911 40.72265)","4","Queens","405","30","37","12","6","QN04987","SW","GRAND AV","64 ST","-73.901911","40.72265","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.74504 40.69267)","4","Queens","413","27","33","14","5","QN04988","SE","Springfield Blvd","119 Av","-73.74504","40.69267","Cambria Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.88812 40.76765)","4","Queens","401","21","35","11","14","QN04989","NW","DITMARS BLVD","82 ST","-73.88812","40.76765","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.90422 40.72087)","4","Queens","405","30","37","12","6","QN04990","SW","Flushing Av","61 St","-73.90422","40.72087","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.90186 40.72249)","4","Queens","405","30","37","12","6","QN04991","NW","Flushing Av","64 St","-73.90186","40.72249","Maspeth","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.857208 40.73651)","4","Queens","404","21","35","13","6","QN04992","NW","Horace Harding Expwy","Otis Av","-73.857208","40.73651","Corona","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.934803 40.775081)","4","Queens","401","22","36","59","14","QN04993","SE","27 Av","2 St","-73.934803","40.775081","Old Astoria-Hallets Point","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.914889 40.782179)","4","Queens","401","22","36","11","14","QN04994","SW","21 St","21 Av","-73.914889","40.782179","Astoria (North)-Ditmars-Steinway","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.918524 40.717722)","4","Queens","405","30","37","12","7","QN04995","NW","Grand Av","Page Pl","-73.918524","40.717722","Maspeth","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.761534 40.695456)","4","Queens","412","27","33","14","5","QN04996","NE","Farmers Blvd","115 Rd","-73.761534","40.695456","St. Albans","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93208 40.77395)","4","Queens","401","22","36","59","14","QN04997","SW","8 St","27 Av","-73.93208","40.77395","Old Astoria-Hallets Point","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.861297 40.760023)","4","Queens","403","21","35","13","14","QN04998","SE","108 St","32 Av","-73.861297","40.760023","East Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.773218 40.679691)","4","Queens","412","27","32","10","5","QN04999","SE","Bedell St","127 Av","-73.773218","40.679691","Springfield Gardens (North)-Rochdale Village","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.817146 40.718029)","4","Queens","408","24","27","14","6","QN05000","NE","Main St","Union Turnpike","-73.817146","40.718029","Kew Gardens Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.932556 40.736534)","4","Queens","402","26","37","12","7","QN05001","NE","Greenpoint Av","Gale Av","-73.932556","40.736534","Sunnyside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.884059 40.712194)","4","Queens","405","30","28","15","7","QN05002","SE","Metropolitan Av","71 St","-73.884059","40.712194","Middle Village Cemetery","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.779838 40.782972)","4","Queens","407","19","26","11","3","QN05003","SW","18 Av","212 St","-73.779838","40.782972","Bay Terrace-Clearview","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.816957 40.75979)","4","Queens","407","20","40","16","6","QN05004","SE","Sanford Av","147 St","-73.816957","40.75979","East Flushing","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.752682 40.680177)","4","Queens","413","31","29","14","5","QN05005","NE","Merrick Blvd","Springfield Blvd","-73.752682","40.680177","Laurelton","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.852644 40.696028)","4","Queens","409","32","38","15","7","QN05012","SE","Woodhaven Blvd","85 Rd","-73.852644","40.696028","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852982 40.696312)","4","Queens","409","32","38","15","7","QN05013","SW","Woodhaven Blvd","85 Rd","-73.852982","40.696312","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.851851 40.693505)","4","Queens","409","32","38","15","7","QN05014","SE","Woodhaven Blvd","Jamaica Av","-73.851851","40.693505","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852503 40.693851)","4","Queens","409","32","38","15","7","QN05015","NW","Woodhaven Blvd","Jamaica Av","-73.852503","40.693851","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.850912 40.691045)","4","Queens","409","32","38","15","7","QN05016","NE","Woodhaven Blvd","89 Av","-73.850912","40.691045","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.850873 40.691539)","4","Queens","409","32","38","15","7","QN05017","NW","Woodhaven Blvd","89 Av","-73.850873","40.691539","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852126 40.694001)","4","Queens","409","32","38","15","7","QN05018","SE","Woodhaven Blvd","Jamaica Av","-73.852126","40.694001","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852141 40.69321)","4","Queens","409","32","38","15","7","QN05019","SW","Woodhaven Blvd","Jamaica Av","-73.852141","40.69321","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.804842 40.721234)","4","Queens","408","24","25","16","6","QN0502","SW","UNION TURNPIKE","164 ST","-73.804842","40.721234","Pomonok-Electchester-Hillcrest","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852146 40.694028)","4","Queens","409","32","38","15","7","QN05020","SE","Woodhaven Blvd","Jamaica Av","-73.852146","40.694028","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852125 40.693174)","4","Queens","409","32","38","15","7","QN05021","SW","Woodhaven Blvd","Jamaica Av","-73.852125","40.693174","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.85016 40.690264)","4","Queens","409","32","38","15","7","QN05022","NE","Woodhaven Blvd","91 Av","-73.85016","40.690264","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.850297 40.689967)","4","Queens","409","32","38","15","7","QN05023","NW","Woodhaven Blvd","91 Av","-73.850297","40.689967","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.846145 40.684652)","4","Queens","409","32","38","15","5","QN05024","NE","Woodhaven Blvd","101 Av","-73.846145","40.684652","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.846324 40.684398)","4","Queens","409","32","38","15","5","QN05025","NW","WOODHAVEN BLVD","101 AV","-73.846324","40.684398","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.846312 40.684372)","4","Queens","409","32","38","15","5","QN05027","NW","WOODHAVEN BLVD","101 AV","-73.846312","40.684372","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.844414 40.680129)","4","Queens","410","32","23","15","5","QN05028","SE","Cross bay Blvd","Liberty Av","-73.844414","40.680129","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.844396 40.680093)","4","Queens","410","32","23","15","5","QN05030","SE","Cross bay Blvd","Liberty Av","-73.844396","40.680093","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.844455 40.680467)","4","Queens","410","32","23","15","5","QN05032","SE","Cross bay Blvd","Liberty Av","-73.844455","40.680467","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.79849 40.7027)","4","Queens","412","27","32","14","5","QN05035","SW","ARCHER AV","160 ST","-73.79849","40.7027","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8317 40.71506)","4","Queens","406","29","27","14","6","QN05036","NE","Queens Blvd","78 Av","-73.8317","40.71506","Forest Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.80007 40.7036)","4","Queens","412","27","32","14","5","QN05037","NE","PARSONS Blvd","JAMAICA AV","-73.80007","40.7036","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.79906 40.70261)","4","Queens","412","27","32","14","5","QN05038","SW","ARCHER AV","PARSONS BL","-73.79906","40.70261","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.86167 40.74966)","4","Queens","404","21","39","13","14","QN05039","SW","104 ST","ROOSEVELT AV","-73.86167","40.74966","Corona","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.823833 40.729993)","4","Queens","408","24","27","14","6","QN0504","NW","JEWEL AV","MAIN ST","-73.823833","40.729993","Kew Gardens Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.87831 40.73643)","4","Queens","404","30","30","12","6","QN05040","SW","GRAND AV","QUEENS BL","-73.87831","40.73643","Elmhurst","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.87832 40.75642)","4","Queens","403","25","34","13","14","QN05042","NW","NORTHERN BLVD","90 ST","-73.87832","40.75642","Jackson Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.80243 40.7069)","4","Queens","412","27","32","14","5","QN05057","NW","PARSONS BLVD","88 AV","-73.80243","40.7069","Jamaica","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82931 40.75812)","4","Queens","407","20","40","16","6","QN05067","SE","MAIN ST","KISSENA BL","-73.82931","40.75812","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.82748 40.75747)","4","Queens","407","20","40","16","6","QN05068","NE","KISSENA BLVD","SANFORD AV","-73.82748","40.75747","Flushing-Willets Point","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.830871 40.699705)","4","Queens","409","29","24","15","5","QN0509","SW","LEFFERTS BLVD","JAMAICA AV","-73.830871","40.699705","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.837154 40.708135)","4","Queens","409","29","28","14","5","QN0513","NW","PARK LANE SOUTH","METROPOLITAN AV","-73.837154","40.708135","Kew Gardens","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.836977 40.696688)","4","Queens","409","29","24","15","5","QN0515","SE","111 ST","JAMAICA AV","-73.836977","40.696688","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.837179 40.696526)","4","Queens","409","29","38","15","5","QN0516","SW","111 ST","JAMAICA AV","-73.837179","40.696526","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.834612 40.691946)","4","Queens","409","29","24","15","5","QN0517","SE","111 ST","ATLANTIC AV","-73.834612","40.691946","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.832381 40.700144)","4","Queens","409","29","24","15","5","QN0528","NE","MYRTLE AV","HILLSIDE AV","-73.832381","40.700144","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.827572 40.694013)","4","Queens","409","29","24","15","5","QN0534","SE","ATLANTIC AV","LEFFERTS BLVD","-73.827572","40.694013","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.8456 40.6843)","4","Queens","409","32","23","15","5","QN0538","SE","101 AV","WOODHAVEN BLVD","-73.8456","40.6843","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.847136 40.684025)","4","Queens","409","32","38","15","5","QN0539","NW","101 AV","94 ST","-73.847136","40.684025","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.825634 40.689964)","4","Queens","409","29","24","15","5","QN0541","SE","101 AV","LEFFERTS BLVD","-73.825634","40.689964","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.852929 40.693458)","4","Queens","409","32","38","15","7","QN0550","NW","JAMAICA AV","WOODHAVEN BLVD","-73.852929","40.693458","Woodhaven","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.838195 40.696271)","4","Queens","409","29","38","15","5","QN0553","NW","JAMAICA AV","110 ST","-73.838195","40.696271","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.826301 40.689945)","4","Queens","409","29","24","15","5","QN0563","NW","101 AV","LEFFERTS BLVD","-73.826301","40.689945","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.83317 40.687995)","4","Queens","409","29","38","15","5","QN0564","NW","101 AV","111 ST","-73.83317","40.687995","South Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.835156 40.698176)","4","Queens","409","29","24","15","5","QN0578","NW","JAMAICA AV","114 ST","-73.835156","40.698176","Richmond Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.85365 40.686633)","4","Queens","409","32","38","15","7","QN0585","SE","ATLANTIC AV","88 ST","-73.85365","40.686633","Ozone Park (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.842143 40.68023)","4","Queens","410","32","23","15","5","QN0592","SW","ROCKAWAY BLVD","97 ST","-73.842143","40.68023","Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.82209 40.686963)","4","Queens","410","28","24","15","5","QN0594","SE","LIBERTY AV","121 ST & 122 ST","-73.82209","40.686963","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.821309 40.68019)","4","Queens","410","28","31","10","5","QN0600","SW","LEFFERTS BLVD","111 AV","-73.821309","40.68019","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.824221 40.686547)","4","Queens","410","29","24","15","5","QN0605","NE","LEFFERTS BLVD","LIBERTY AV","-73.824221","40.686547","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.831092 40.684463)","4","Queens","410","28","24","15","5","QN0606","SW","111 ST","LIBERTY AV","-73.831092","40.684463","South Ozone Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.769136 40.760392)","4","Queens","411","19","26","16","6","QN0632","NE","NORTHERN BLVD","BELL BLVD","-73.769136","40.760392","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.776872 40.75851)","4","Queens","411","19","26","16","6","QN0633","NE","NORTHERN BLVD","CLEARVIEW EXPWY","-73.776872","40.75851","Bayside","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.783716 40.757668)","4","Queens","411","19","26","16","6","QN0635","SW","NORTHERN BLVD","FRANCIS LEWIS BLVD","-73.783716","40.757668","Auburndale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.746708 40.73614)","4","Queens","411","23","24","11","6","QN0652","NE","SPRINGFIELD BLVD","UNION TURNPIKE","-73.746708","40.73614","Oakland Gardens-Hollis Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.756525 40.748981)","4","Queens","411","23","25","11","6","QN0656","SE","SPRINGFIELD BLVD","L.I.E.","-73.756525","40.748981","Oakland Gardens-Hollis Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.75668 40.74882)","4","Queens","411","23","25","11","6","QN0657","SW","SPRINGFIELD BLVD","L.I.E.","-73.75668","40.74882","Oakland Gardens-Hollis Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.78849 40.764877)","4","Queens","411","19","26","16","3","QN0663","NE","FRANCIS LEWIS BLVD","35 AV","-73.78849","40.764877","Auburndale","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.739428 40.755951)","4","Queens","411","23","26","11","3","QN0670","SE","DOUGLASTON PKWY","61 AV","-73.739428","40.755951","Alley Pond Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
