"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-73.984892 40.763717)","1","Manhattan","105","3","75","28","12","MN01034","NE","8 AV","W 52 ST","-73.984892","40.763717","Midtown-Times Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.990539 40.723349)","1","Manhattan","103","1","65","27","10","MN01035","SE","E HOUSTON ST","FORSYTH ST","-73.990539","40.723349","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.937407 40.812525)","1","Manhattan","111","9","70","30","13","MN01037","SE","E 135 ST","5 AV","-73.937407","40.812525","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.955732 40.804445)","1","Manhattan","110","9","70","30","13","MN01038","SW","W 116 ST","FREDERICK DOUGLASS BLVD","-73.955732","40.804445","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.961316 40.801571)","1","Manhattan","107","7","69","30","13","MN01039","SW","COLUMBUS AV","W 110 ST","-73.961316","40.801571","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.964064 40.802483)","1","Manhattan","107","7","69","30","13","MN01040","NE","AMSTERDAM AV","W 109 ST","-73.964064","40.802483","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.970159 40.793855)","1","Manhattan","107","7","69","47","12","MN01042","SE","W 96 ST","AMSTERDAM AV","-73.970159","40.793855","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.943867 40.835774)","1","Manhattan","112","7","71","31","13","MN01043","SW","BROADWAY","W 160 ST","-73.943867","40.835774","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.955559 40.820426)","1","Manhattan","109","7","70","30","13","MN01047","NW","W 135 ST","BROADWAY","-73.955559","40.820426","Manhattanville-West Harlem","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.958942 40.801006)","1","Manhattan","110","9","70","30","13","MN01048","NW","W 110 ST","FREDERICK DOUGLASS BLVD","-73.958942","40.801006","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.945581 40.834582)","1","Manhattan","112","7","71","31","13","MN01049","SW","EDWARD MORGAN PL","W 157 ST","-73.945581","40.834582","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.970033 40.794031)","1","Manhattan","107","7","69","47","12","MN01050","NE","W 96 ST","AMSTERDAM AV","-73.970033","40.794031","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.967338 40.793313)","1","Manhattan","107","7","69","47","12","MN01052","SW","COLUMBUS AV","W 97 ST","-73.967338","40.793313","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.950488 40.826715)","1","Manhattan","109","7","71","30","13","MN01053","NW","BROADWAY","W 145 ST","-73.950488","40.826715","Hamilton Heights-Sugar Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.966385 40.79931)","1","Manhattan","107","7","69","30","13","MN01058","NE","AMSTERDAM AV","W 104 ST","-73.966385","40.79931","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.958759 40.76848)","1","Manhattan","108","5","76","28","12","MN0106","SW","2 AV","E 72 ST","-73.958759","40.76848","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.995985 40.753353)","1","Manhattan","104","3","75","47","12","MN01060","NE","W 34 ST","9 AV","-73.995985","40.753353","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.958071 40.811105)","1","Manhattan","109","7","69","30","13","MN01062","SW","AMSTERDAM AV","W 123 ST","-73.958071","40.811105","Morningside Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93605 40.821187)","1","Manhattan","110","9","71","30","13","MN01063","SW","W 146 ST","MALCOLM X BLVD","-73.93605","40.821187","Harlem (North)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","3"
"POINT (-73.986331 40.777525)","1","Manhattan","107","6","67","47","12","MN01064","NW","WEST END AV","W 69 ST","-73.986331","40.777525","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.972165 40.794706)","1","Manhattan","107","7","69","47","12","MN01065","SW","W 96 ST","WEST END AV","-73.972165","40.794706","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.016438 40.709643)","1","Manhattan","101","1","61","27","10","MN01066","SE","SOUTH END AV","ALBANY ST","-74.016438","40.709643","Financial District-Battery Park City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-74.017108 40.708452)","1","Manhattan","101","1","61","27","10","MN01068","NE","W THAMES ST","SOUTH END AV","-74.017108","40.708452","Financial District-Battery Park City","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.958676 40.768813)","1","Manhattan","108","5","76","28","12","MN0107","SW","E 72 ST","2 AV","-73.958676","40.768813","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.995767 40.759881)","1","Manhattan","104","3","75","47","12","MN01070","NW","W 42 ST","10 AV","-73.995767","40.759881","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-74.006383 40.706016)","1","Manhattan","101","1","65","27","10","MN01074","SW","WATER ST","MAIDEN LANE","-74.006383","40.706016","Financial District-Battery Park City","AE",,"1"
"POINT (-73.984655 40.713026)","1","Manhattan","103","1","65","27","10","MN01076","SE","MADISON ST","MONTGOMERY ST","-73.984655","40.713026","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.986483 40.712858)","1","Manhattan","103","1","65","27","10","MN01077","SE","MADISON ST","CLINTON ST","-73.986483","40.712858","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.979467 40.723087)","1","Manhattan","103","2","74","27","10","MN01079","NE","AV C","E 5 ST","-73.979467","40.723087","East Village","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.958667 40.769003)","1","Manhattan","108","5","76","28","12","MN0108","NW","E 72 ST","2 AV","-73.958667","40.769003","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.97833 40.720377)","1","Manhattan","103","2","65","27","10","MN01080","NE","AV D","E HOUSTON ST","-73.97833","40.720377","East Village","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.994861 40.765902)","1","Manhattan","104","3","67","47","12","MN01083","SW","W 50 ST","11 AV","-73.994861","40.765902","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.996099 40.744393)","1","Manhattan","104","3","75","47","12","MN01084","NW","W 23 ST","7 AV","-73.996099","40.744393","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.950469 40.792115)","1","Manhattan","111","8","68","29","13","MN01085","SE","MADISON AV","E 104 ST","-73.950469","40.792115","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.949529 40.793388)","1","Manhattan","111","8","68","29","13","MN01086","SE","MADISON AV","E 106 ST","-73.949529","40.793388","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.945174 40.800239)","1","Manhattan","111","9","68","30","13","MN01088","NW","E 116 ST","MADISON AV","-73.945174","40.800239","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.946164 40.800658)","1","Manhattan","111","9","68","30","13","MN01089","NE","E 116 ST","5 AV","-73.946164","40.800658","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.945847 40.798439)","1","Manhattan","111","8","68","30","13","MN01090","NE","MADISON AV","E 114 ST","-73.945847","40.798439","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.939448 40.807233)","1","Manhattan","111","9","68","30","13","MN01091","NE","MADISON AV","E 127 ST","-73.939448","40.807233","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.942829 40.799248)","1","Manhattan","111","8","68","30","13","MN01092","NE","E 116 ST","PARK AV","-73.942829","40.799248","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.975629 40.725168)","1","Manhattan","103","2","74","27","10","MN01093","NW","E 10 ST","AV D","-73.975629","40.725168","East Village","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.943024 40.785346)","1","Manhattan","111","8","68","29","13","MN01096","NE","1 AV","E 99 ST","-73.943024","40.785346","East Harlem (South)","AE",,"1"
"POINT (-73.941564 40.787357)","1","Manhattan","111","8","68","29","13","MN01097","NE","1 AV","E 102 ST","-73.941564","40.787357","East Harlem (South)","AE",,"1"
"POINT (-73.937282 40.793212)","1","Manhattan","111","8","68","29","13","MN01098","NE","1 AV","E 111 ST","-73.937282","40.793212","East Harlem (North)","AE",,"2"
"POINT (-73.938086 40.797251)","1","Manhattan","111","8","68","29","13","MN01099","NW","E 116 ST","2 AV","-73.938086","40.797251","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.960501 40.766086)","1","Manhattan","108","5","76","28","12","MN0110","SW","2 AV","E 68 ST","-73.960501","40.766086","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.951831 40.790204)","1","Manhattan","111","8","68","29","13","MN01102","SE","MADISON AV","E 101 ST","-73.951831","40.790204","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.951025 40.79133)","1","Manhattan","111","8","68","29","13","MN01103","NE","MADISON AV","E 102 ST","-73.951025","40.79133","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.933917 40.802499)","1","Manhattan","111","8","68","30","13","MN01105","SW","2 AV","E 125 ST","-73.933917","40.802499","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.927983 40.85707)","1","Manhattan","112","10","72","31","13","MN01106","NW","FT GEORGE AV","FT GEORGE HILL","-73.927983","40.85707","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.935342 40.841814)","1","Manhattan","112","10","72","31","13","MN01108","NE","AMSTERDAM AV","W 171 ST","-73.935342","40.841814","Highbridge Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939848 40.841283)","1","Manhattan","112","10","71","31","13","MN01110","NW","BROADWAY","W 168 ST","-73.939848","40.841283","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.942061 40.838253)","1","Manhattan","112","7","71","31","13","MN01112","SW","BROADWAY","W 164 ST","-73.942061","40.838253","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.981334 40.738174)","1","Manhattan","106","2","74","59","12","MN01113","NW","E 23 ST","2 AV","-73.981334","40.738174","Gramercy","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.980305 40.716474)","1","Manhattan","103","2","74","27","10","MN01116","NE","DELANCEY ST","COLUMBIA ST","-73.980305","40.716474","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.931398 40.859521)","1","Manhattan","112","10","71","31","13","MN01117","NW","BROADWAY","BENNETT AV","-73.931398","40.859521","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.931579 40.858472)","1","Manhattan","112","10","72","31","13","MN01118","NE","BROADWAY","W 193 ST","-73.931579","40.858472","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.940883 40.844263)","1","Manhattan","112","10","71","31","13","MN01119","NE","FT WASHINGTON AV","W 171 ST","-73.940883","40.844263","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9623 40.763614)","1","Manhattan","108","5","73","28","12","MN0112","SW","2 AV","E 64 ST","-73.9623","40.763614","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939214 40.843755)","1","Manhattan","112","10","71","31","13","MN01120","SW","BROADWAY","W 172 ST","-73.939214","40.843755","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.914343 40.870861)","1","Manhattan","112","10","72","31","13","MN01122","NE","BROADWAY","W 218 ST","-73.914343","40.870861","Inwood","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.96878 40.791345)","1","Manhattan","107","7","69","47","12","MN01123","SW","COLUMBUS AV","W 94 ST","-73.96878","40.791345","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.993809 40.76172)","1","Manhattan","104","3","75","47","12","MN01127","NE","10 AV","W 45 ST","-73.993809","40.76172","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.985999 40.768146)","1","Manhattan","104","6","67","47","12","MN01128","NW","W 57 ST","9 AV","-73.985999","40.768146","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.002919 40.740017)","1","Manhattan","104","3","66","47","10","MN01129","NW","W 14 ST","8 AV","-74.002919","40.740017","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.968814 40.754717)","1","Manhattan","106","4","73","28","12","MN0113","SW","2 AV","E 50 ST","-73.968814","40.754717","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.996624 40.753183)","1","Manhattan","104","3","75","47","12","MN01130","SW","9 AV","W 34 ST","-73.996624","40.753183","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.004841 40.746574)","1","Manhattan","104","3","75","47","12","MN01131","NE","10 AV","W 21 ST","-74.004841","40.746574","Chelsea-Hudson Yards","AE",,"2"
"POINT (-74.002006 40.750422)","1","Manhattan","104","3","75","47","12","MN01132","NE","10 AV","W 27 ST","-74.002006","40.750422","Chelsea-Hudson Yards","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.978193 40.73663)","1","Manhattan","106","4","74","59","12","MN01133","SE","E 23 ST","1 AV","-73.978193","40.73663","Stuyvesant Town-Peter Cooper Village","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-74.00591 40.73544)","1","Manhattan","102","3","66","27","10","MN01134","NE","HUDSON ST","PERRY ST","-74.00591","40.73544","West Village","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.003877 40.747852)","1","Manhattan","104","3","75","47","12","MN01136","NE","10 AV","W 23 ST","-74.003877","40.747852","Chelsea-Hudson Yards","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.992386 40.758213)","1","Manhattan","104","3","75","47","12","MN01137","SE","W 42 ST","9 AV","-73.992386","40.758213","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.96728 40.792645)","1","Manhattan","107","6","69","47","12","MN01138","SE","W 96 ST","COLUMBUS AV","-73.96728","40.792645","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.973407 40.785)","1","Manhattan","107","6","69","47","12","MN01139","SW","COLUMBUS AV","W 84 ST","-73.973407","40.785","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.963805 40.761582)","1","Manhattan","108","5","73","28","12","MN0114","SW","2 AV","E 61 ST","-73.963805","40.761582","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.994755 40.760429)","1","Manhattan","104","3","75","47","12","MN01141","NE","10 AV","W 42 ST","-73.994755","40.760429","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.993466 40.722239)","1","Manhattan","102","1","65","27","10","MN01142","SW","BOWERY","PRINCE ST","-73.993466","40.722239","SoHo-Little Italy-Hudson Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.978612 40.724252)","1","Manhattan","103","2","74","27","10","MN01143","NE","AV C","E 7 ST","-73.978612","40.724252","East Village","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.978409 40.719632)","1","Manhattan","103","2","74","27","10","MN01144","NE","E HOUSTON ST","Columbia St","-73.978409","40.719632","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.999719 40.726652)","1","Manhattan","102","1","66","27","10","MN01145","SE","W HOUSTON ST","W BROADWAY","-73.999719","40.726652","SoHo-Little Italy-Hudson Square","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.954403 40.816135)","1","Manhattan","109","7","70","30","13","MN01146","SW","AMSTERDAM AV","W 131 ST","-73.954403","40.816135","Manhattanville-West Harlem","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.937275 40.853564)","1","Manhattan","112","10","71","31","13","MN01147","NE","FT WASHINGTON AV","W 185 ST","-73.937275","40.853564","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.9824 40.775272)","1","Manhattan","107","6","67","47","12","MN01148","SW","BROADWAY","W 68 ST","-73.9824","40.775272","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.977124 40.722019)","1","Manhattan","103","2","65","27","10","MN01149","NE","AV D","E 5 ST","-73.977124","40.722019","East Village","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.982693 40.774115)","1","Manhattan","107","6","67","47","12","MN01150","NW","W 66 ST","BROADWAY","-73.982693","40.774115","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.981304 40.773523)","1","Manhattan","107","6","75","47","12","MN01151","NE","W 66 ST","COLUMBUS AV","-73.981304","40.773523","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.982553 40.778881)","1","Manhattan","107","6","67","47","12","MN01152","SW","W 72 ST","BROADWAY","-73.982553","40.778881","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.971057 40.788221)","1","Manhattan","107","6","69","47","12","MN01153","SW","COLUMBUS AV","W 89 ST","-73.971057","40.788221","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.955697 40.767572)","1","Manhattan","108","5","76","28","12","MN01156","SE","E 72 ST","1 AV","-73.955697","40.767572","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.996565 40.715146)","1","Manhattan","103","1","65","27","10","MN01159","NE","BOWERY","BAYARD ST","-73.996565","40.715146","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.965593 40.759155)","1","Manhattan","106","4","73","28","12","MN0116","SW","2 AV","E 57 ST","-73.965593","40.759155","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.957551 40.761414)","1","Manhattan","108","5","76","28","12","MN01160","NE","YORK AV","E 63 ST","-73.957551","40.761414","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.951606 40.769589)","1","Manhattan","108","5","76","28","12","MN01161","NE","YORK AV","E 76 ST","-73.951606","40.769589","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.991512 40.723962)","1","Manhattan","103","2","66","27","10","MN01167","NW","E HOUSTON ST","2 AV","-73.991512","40.723962","East Village","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.966982 40.757219)","1","Manhattan","106","4","73","28","12","MN0117","SW","2 AV","E 54 ST","-73.966982","40.757219","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.956198 40.763257)","1","Manhattan","108","5","76","28","12","MN01171","NE","YORK AV","E 66 ST","-73.956198","40.763257","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.950093 40.77166)","1","Manhattan","108","5","76","28","12","MN01172","NE","YORK AV","E 79 ST","-73.950093","40.77166","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.948714 40.773534)","1","Manhattan","108","5","76","28","12","MN01173","NE","YORK AV","E 82 ST","-73.948714","40.773534","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.946448 40.777069)","1","Manhattan","108","5","76","28","12","MN01174","SW","YORK AV","E 88 ST","-73.946448","40.777069","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.948371 40.774431)","1","Manhattan","108","5","76","28","12","MN01175","SW","YORK AV","E 84 ST","-73.948371","40.774431","Upper East Side-Yorkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.951657 40.769926)","1","Manhattan","108","5","76","28","12","MN01176","SW","YORK AV","E 77 ST","-73.951657","40.769926","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.949994 40.787354)","1","Manhattan","111","8","68","29","13","MN01177","NE","LEXINGTON AV","E 98 ST","-73.949994","40.787354","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.965533 40.759521)","1","Manhattan","106","4","73","28","12","MN0118","NW","E 57 ST","2 AV","-73.965533","40.759521","East Midtown-Turtle Bay","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.990441 40.766333)","1","Manhattan","104","3","67","47","12","MN01180","SE","10 AV","W 53 ST","-73.990441","40.766333","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.007646 40.715132)","1","Manhattan","101","1","66","27","10","MN01181","SE","CHURCH ST","CHAMBERS  ST","-74.007646","40.715132","Tribeca-Civic Center","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.988472 40.743288)","1","Manhattan","105","3","75","28","12","MN01182","SW","5 AV","W 26 ST","-73.988472","40.743288","Midtown South-Flatiron-Union Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.974663 40.787653)","1","Manhattan","107","6","69","47","12","MN01185","NE","W 86 ST","AMSTERDAM AV","-73.974663","40.787653","Upper West Side (Central)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.937648 40.852363)","1","Manhattan","112","10","71","31","13","MN01187","NE","FT WASHINGTON AV","W 183 ST","-73.937648","40.852363","Washington Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.980825 40.721506)","1","Manhattan","103","2","65","27","10","MN01192","SW","AV C","E 3 ST","-73.980825","40.721506","East Village","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.993799 40.720583)","1","Manhattan","103","1","65","27","10","MN01194","NE","BOWERY","DELANCEY ST","-73.993799","40.720583","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.960182 40.770093)","1","Manhattan","108","5","76","28","12","MN01198","NE","3 AV","E 72 ST","-73.960182","40.770093","Upper East Side-Lenox Hill-Roosevelt Island","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.98858 40.768887)","1","Manhattan","104","6","67","47","12","MN01200","SE","10 AV","W 57 ST","-73.98858","40.768887","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.979761 40.717729)","1","Manhattan","103","2","74","27","10","MN01201","NE","COLUMBIA ST","RIVINGTON ST","-73.979761","40.717729","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.988895 40.716964)","1","Manhattan","103","1","65","27","10","MN01203","NE","ESSEX ST","GRAND ST","-73.988895","40.716964","Lower East Side","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.985512 40.713104)","1","Manhattan","103","1","65","27","10","MN01204","NW","MADISON ST","MONTGOMERY ST","-73.985512","40.713104","Chinatown-Two Bridges","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.985329 40.767647)","1","Manhattan","104","6","75","47","12","MN01205","SE","W 57 ST","9 AV","-73.985329","40.767647","Hell's Kitchen","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.986528 40.775826)","1","Manhattan","107","6","67","47","12","MN01206","NE","W 66 ST","WEST END AV","-73.986528","40.775826","Upper West Side-Lincoln Square","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939763 40.797731)","1","Manhattan","111","8","68","29","13","MN01209","SE","E 116 ST","3 AV","-73.939763","40.797731","East Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.935053 40.795969)","1","Manhattan","111","8","68","29","13","MN01210","NE","E 116 ST","1 AV","-73.935053","40.795969","East Harlem (North)","AE",,"3"
"POINT (-73.948728 40.794504)","1","Manhattan","111","8","68","29","13","MN01211","SE","MADISON AV","E 107 ST","-73.948728","40.794504","East Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-74.005098 40.72106)","1","Manhattan","101","1","66","27","10","MN01213","NE","6 AV","W BROADWAY","-74.005098","40.72106","Tribeca-Civic Center","AE",,"2"
"POINT (-73.946484 40.820098)","1","Manhattan","110","9","70","30","13","MN01217","NE","ST NICHOLAS AV","W 139 ST","-73.946484","40.820098","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.957483 40.801362)","1","Manhattan","110","9","70","30","13","MN01218","NE","FREDERICK DOUGLASS BLVD","W 111 ST","-73.957483","40.801362","Harlem (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.95003 40.811943)","1","Manhattan","110","9","70","30","13","MN01219","SW","FREDERICK DOUGLASS BLVD","W 128 ST","-73.95003","40.811943","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.949316 40.812926)","1","Manhattan","110","9","70","30","13","MN01220","NW","FREDERICK DOUGLASS BLVD","W 129 ST","-73.949316","40.812926","Harlem (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.939367 40.842671)","1","Manhattan","112","10","71","31","13","MN01221","NW","BROADWAY","W 170 ST","-73.939367","40.842671","Washington Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.960726 40.801469)","1","Manhattan","107","7","69","30","13","MN01222","SE","W 110 ST","COLUMBUS AV","-73.960726","40.801469","Upper West Side-Manhattan Valley","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.961497 40.811627)","1","Manhattan","109","7","69","30","13","MN01226","SW","BROADWAY","W 122 ST","-73.961497","40.811627","Morningside Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
